truth_total_effect,ols_total_effect,truth_direct_effect,ols_direct_effect,heckit_direct_effect,cf_direct_effect,truth_indirect_effect,ols_indirect_effect,heckit_indirect_effect,cf_indirect_effect
2.5854508394468976,2.600177792402394,1.3694,0.9872980728414832,1.4651291940243183,1.4585048176053126,1.2036508394468974,1.6089692363422088,1.1317692047131163,1.1410627888882552
2.6025456972956307,2.6326242215597766,1.377,1.0035636718255483,1.428824902143292,1.5185371368063123,1.2203456972956308,1.622571803281975,1.1955895456401677,1.1127841872252153
2.606026006812272,2.6493847904774537,1.3928,1.0658162672994185,1.5498114357911885,1.5988719474841249,1.2392260068122718,1.5796721514350145,1.1194388221134084,1.0727632158774723
2.61830793038339,2.6226133569071504,1.3766,0.9645601690937096,1.378315379947286,1.4120370170718677,1.23670793038339,1.6592330447615464,1.2348547246249448,1.207059680853435
2.600802631388827,2.581753903186852,1.3788,1.0677661779855692,1.487049205885583,1.5728569208264962,1.225202631388827,1.518110418224752,1.1312631045473944,1.037488581968204
2.5940195316143075,2.6229737166251916,1.3724,1.0562528193055138,1.5875839036623822,1.587795320814376,1.2240195316143077,1.5692160429253599,1.037411930955006,1.0364084357302201
2.6030870172398517,2.538418648917559,1.3666,1.0303139513597168,1.3021897692481434,1.3030121684700544,1.2192870172398516,1.5193776012243034,1.221864730071679,1.218849733338671
2.611024513570509,2.5856389352603886,1.3728,0.9605301873897182,1.2998653187392164,1.4035905900544385,1.220024513570509,1.6303609373366685,1.259935913510387,1.1644829443451958
2.5740807292216195,2.561888075796964,1.3664,1.053404730338291,1.4510914365939844,1.5187528734435958,1.1986807292216193,1.505959300730687,1.1085387719629438,1.0454006482304532
2.616142817585995,2.5725460432681593,1.381,0.9617290587725401,1.3495487029838982,1.4034578623770448,1.2339428175859948,1.6154050371515651,1.232224340501796,1.1720420847032966
2.636945245062667,2.614631638848003,1.4002,0.9180785459401628,1.2954225024853128,1.2401617624453865,1.267545245062667,1.6838247861677194,1.3292297122023535,1.3897287960900007
2.5898442598669726,2.669881018937212,1.3739999999999999,0.9707266013414256,1.277283480155974,1.242191208000814,1.2098442598669727,1.6913620419097284,1.3735317054393714,1.4157798093921028
2.5914175191847915,2.6297307823643035,1.3926,1.0532531076720186,1.3241790204499204,1.3547021033068194,1.2228175191847914,1.5656384390303404,1.3262574328369086,1.2923996244940907
2.5980665148641986,2.6090519415312334,1.3794,1.0427947824229482,1.4314662966472753,1.5622586729755512,1.2222665148641987,1.5611683037266615,1.1753551931259225,1.0485212331803855
2.5983979222784184,2.6730481625818268,1.3832,1.0754195533194555,1.4585001273520304,1.4357824495420122,1.2345979222784182,1.5942120719846704,1.2270286165257018,1.247321444744916
2.593257970854102,2.6143459971136025,1.3772,1.0590353122298217,1.3036803535225197,1.3718692993890627,1.2162579708541021,1.5512980997305414,1.3028662091905732,1.2411134135117041
2.6237031763189598,2.6064895151921132,1.3788,0.9861244453924056,1.3188897671392033,1.3100049739491462,1.2459031763189599,1.6202017500193808,1.2797780390360565,1.2917429564737415
2.6145891513998207,2.554533562134977,1.3562,0.9472224405653198,1.2178245473075915,1.3004668254430216,1.2163891513998208,1.6048879521945127,1.2982576306448383,1.2308707371845893
2.605242674316125,2.5860783061854775,1.3882,0.9796665433445272,1.239580641201889,1.2713471037397017,1.2218426743161253,1.604094957013877,1.343642678918141,1.316983965279198
2.6131536165657665,2.5637711166836534,1.372,0.9736532694111908,1.2821310157843322,1.3352138734330157,1.2393536165657666,1.5841126761016953,1.2777684544704349,1.232966383390464
2.5863536746192968,2.596831702794747,1.377,0.9775332964067404,1.3976966008729137,1.417464533358527,1.2141536746192967,1.6165442355625734,1.1932696723548855,1.1779039066483623
2.5860863892660424,2.5518509560870495,1.3812,0.9696351178590149,1.2954155137582615,1.3053354911102426,1.2124863892660425,1.5807545709611794,1.2587739020378113,1.2497097145099678
2.599628974432721,2.5990072515188136,1.3746,1.056521375882285,1.4873170239528553,1.5319895851632985,1.233628974432721,1.5415789248514014,1.117894387342371,1.0779825319314265
2.5913918524547594,2.538436274927716,1.384,0.9960601467666427,1.217423709373605,1.1585279565868514,1.2199918524547593,1.5446403173231649,1.3265109745131782,1.3849222343858612
2.630464261972418,2.645755248930544,1.3786,1.0748167068366068,1.4140201909693233,1.5161052360328822,1.2546642619724178,1.5694277941453871,1.2271959752977801,1.129263225194462
2.5970297877921937,2.613456381852645,1.3832,1.0679509981776292,1.5035949862672695,1.5716639176408664,1.2230297877921936,1.5419052730861713,1.1169013117639273,1.0538945481899564
2.59271292013534,2.583923409883855,1.3806,0.9957687749414842,1.2292317403774389,1.2203818877200936,1.2123129201353398,1.5920097386211098,1.3549989765756603,1.3632212882850563
2.5933728738369237,2.564668033155349,1.3786,0.9828745363581921,1.3105814341994795,1.3727468028508782,1.2091728738369238,1.5881524002711622,1.2533566418801985,1.1937542156184098
2.6013679994614654,2.603024131242821,1.3738,0.976488985158704,1.1723104640075843,1.2878936848315614,1.2281679994614656,1.6341931355453514,1.4216036406818287,1.3065869479506518
2.589963774315035,2.61977122676319,1.379,1.0343125456009679,1.5359049279190693,1.5252489859160443,1.2279637743150351,1.5823160206617009,1.0974976279751665,1.1098397191463627
2.613052865589918,2.656571404870663,1.373,1.0139129896880485,1.2774305128747656,1.3318730355907955,1.236652865589918,1.64311018071224,1.3679763831340606,1.3199209499342002
2.585548883741927,2.5962591162608346,1.3794,0.9848552742832487,1.3934108391357403,1.4290899275747808,1.2103488837419272,1.6146659041257407,1.2104977238377495,1.1684065194228395
2.6026451833135735,2.6120363046500126,1.3792,0.9721041094444692,1.2934038678980058,1.3530888745847363,1.2172451833135738,1.644657413580847,1.30630424606265,1.248969140238336
2.6029813187128004,2.5907408355023867,1.3754,0.9950081017267545,1.2791165255867087,1.329955008529974,1.2301813187128001,1.5918946872476403,1.3020872197690494,1.2570903818052377
2.6176366574977457,2.593850654708784,1.368,0.9943588440024446,1.3462403910507867,1.2620316763329629,1.2378366574977455,1.607060792021623,1.227937269920067,1.31706625725184
2.570277232122879,2.5631914891566154,1.3788,0.9799896512232246,1.2982718645892164,1.1944572654113095,1.204077232122879,1.5822472032495867,1.26693501881188,1.3717272283486734
2.5665105847943566,2.5567611279392946,1.3828,0.9028880345769664,1.295675011072445,1.2757833634509892,1.1961105847943567,1.6526125656097777,1.260220828510684,1.2809777644883054
2.603380754263088,2.564069349744292,1.3814,0.9466119299589567,1.2417917355200618,1.269993834603455,1.224380754263088,1.6253257989413485,1.334766486887511,1.301412488588675
2.58226335874727,2.563651100834612,1.3754,0.93439953099536055,1.1168828241816842,1.1517700619523121,1.18946335874727,1.6393556466185195,1.4428653523097636,1.4062768704492803
2.596473999409906,2.5757700308250744,1.3846,0.9876889081171608,1.3630961593734432,1.433868075387978,1.219473999409906,1.5822484157438919,1.2122956180768565,1.1465049938719298
2.5969550582661425,2.630378734091754,1.3742,0.979972318692852,1.2767860440734993,1.3231952153645787,1.2209550582661426,1.6430458482083905,1.3455987132971203,1.3033640041648642
2.611922940050177,2.6020424944481277,1.3904,0.9804661456284675,1.339445890083135,1.472057822742991,1.2459229400501772,1.6134562957001544,1.2709948509016922,1.1481865644856684
2.546783341507108,2.567084574779673,1.3742,0.9848364858247584,1.328991292260791,1.3710869610507102,1.170183341507108,1.5877313997805689,1.2357395813346166,1.1918614846834312
2.620904781749591,2.6223839050823665,1.375,0.9994630917333126,1.281053866524661,1.3283169599950855,1.2371047817495913,1.6305845160883294,1.3345540144268664,1.2880179207976288
2.582142695474215,2.5287784618826095,1.3644,0.9407958769961021,1.2214258060859846,1.1872147501076484,1.196142695474215,1.593753632481026,1.2933285159073526,1.3267118300430618
2.589110927926614,2.6229479546402867,1.3782,1.0090391509974646,1.4735252493017978,1.4284085328918494,1.2163109279266138,1.6143976554269672,1.1656918797927143,1.2045976326608725
