truth_direct_effect,ols_direct_effect,cf_direct_effect,truth_indirect_effect,ols_indirect_effect,cf_indirect_effect
1.3800000000000001,0.9766863412253178,1.1712771473982042,0.7944313670675978,1.0874063031836403,0.8909022675086948
1.379,0.8397159363844072,1.3240570799387152,0.8271218331983834,1.2774545064400744,0.7801974730514184
1.395,0.8605875308842942,1.3310624892538574,0.8182950318150152,1.3553766628599944,0.8690177392126577
1.3820000000000001,0.9732432776393702,1.2762813592822921,0.769202358478928,0.9914782077681157,0.6822278660800507
1.381,0.8992202830370333,1.4175424321296048,0.7498013201424595,1.244979991850235,0.7253619501865136
1.424,1.174932324729604,1.4009774522021061,0.7319966679378823,1.0476745877537728,0.8324220848658281
1.404,1.0548521064641245,1.5246378123798066,0.8286142991063444,1.280662960629046,0.8213842701657152
1.41,1.000037972250996,1.1516616136237414,0.8325571502253604,1.1410482613565416,0.9879604034849745
1.391,1.195596922425243,1.399421182943217,0.8022987516938607,1.20771930007678,0.9980964959777223
1.397,1.139217326172714,1.452572367326164,0.8302345135383123,1.1454433451915054,0.8314661543174309
1.402,0.8302299042984697,1.3190593937919208,0.9015890187365602,1.2579719546561163,0.7960756168189291
1.406,0.9231386030219773,1.345244460085858,0.7272578023801447,1.095013480915778,0.6919950788086934
1.388,0.8890915749567476,1.20836210473471,0.7935779491953155,1.3615368528247833,1.0415971856066006
1.4,0.9568763246536631,1.3608804007632127,0.8695386080337008,1.3038867656326614,0.8982383104182258
1.428,1.0438323751031175,1.395752957734253,0.8610223268536352,1.2370063736527699,0.8948482257432343
1.406,1.1456579176014228,1.5934313916224536,0.8546980226308357,1.1460209451196437,0.6980481052877784
1.399,0.9623703222345712,1.4590660686129777,0.8608272175299636,1.2859097996234121,0.8128126492821817
1.385,1.1529912111320313,1.568519588470896,0.8034162045811095,1.1023143503821353,0.6705193964851925
1.397,1.0879514322378303,1.34749624153018,0.8558044709232528,1.1191380062136742,0.859157614464382
1.383,1.051177431289929,1.3147980959670351,0.8025839800127156,1.1894063995557198,0.9132851135344167
1.417,1.1548332604713616,1.4651569275075882,0.8007776308778614,1.1652037845124907,0.8518548550430394
1.362,0.8475118791068208,1.3206906700020788,0.7408049401242887,1.2451567594659136,0.7654719201653207
1.395,1.0077817973783398,1.288263015333654,0.8255181717854388,1.2140967499318316,0.9232554925915891
1.3639999999999999,0.9079578084332879,1.102959630515441,0.8359810662583115,1.1236650245387776,0.9224439432064924
1.374,0.9215156488413876,1.4485156926404226,0.7490660062118999,1.2254812547453817,0.6856824388699043
1.399,0.926251557443486,1.3910521834026146,0.8179422495122177,1.1797553631296083,0.7442682960718005
1.366,1.015948472465347,1.5450090451696092,0.8676567165864932,1.2851378288898423,0.7575053329796109
1.385,1.0274561033883371,1.175025319102664,0.8341243612033872,1.2200974664833515,1.0665824751316628
1.429,1.0219368987661879,1.4951782384358585,0.8869381393331411,1.2459952404605628,0.7589993816939669
