truth_direct_effect,truth_indirect_effect,ols_direct_effect,ols_direct_effect_se,ols_direct_effect_up,ols_direct_effect_low,ols_indirect_effect,ols_indirect_effect_se,ols_indirect_effect_up,ols_indirect_effect_low,cf_direct_effect,cf_direct_effect_se,cf_direct_effect_up,cf_direct_effect_low,cf_indirect_effect,cf_indirect_effect_se,cf_indirect_effect_up,cf_indirect_effect_low,sigma_1
1.4382,1.2445289241982638,2.0102316420958264,0.018189923215755535,2.0451278978441043,1.9742745666723092,0.6750038529840635,0.01406760172822076,0.7018813416927017,0.6464188451508891,1.3992139315583487,0.06134262206968863,1.517675737296052,1.2828489408707007,1.192167552968899,0.06580959360559684,1.3183574384446377,1.0587993300391396,0
1.4446,1.2523486131064123,2.0088821786645767,0.020487132653583776,2.049558342944306,1.9684894540124283,0.6779393116809045,0.017056039217358435,0.7107776211810404,0.645891754904564,1.4910999998259844,0.06442267657082829,1.6095097850932243,1.3653529236924402,1.1125601896421922,0.07308384385259652,1.2628737169919122,0.9771006261664189,0.25
1.4358,1.2393697240985686,1.8790516229782455,0.025522173543138706,1.9284477778406628,1.8290310012106787,0.7898260557427005,0.022242022048895055,0.8342766669588364,0.7488331823335561,1.4863199376425142,0.06388417524933916,1.6131890977775623,1.3609023147260368,1.1075352839532817,0.06813525838346772,1.2342237571075676,0.975199561378369,0.5
1.4449,1.2461585911119017,1.6535308182229995,0.028447905763175536,1.7112471474390472,1.598556988292137,1.0420187342110085,0.025154549804688228,1.088684202600811,0.9940398526270112,1.4929581656257365,0.07125639226541772,1.6353335471317803,1.3562863138681043,1.1466116120987897,0.0798833819985674,1.2999662611634648,0.9931357279271138,0.75
1.4404,1.2486496116607992,1.456649957587047,0.034466953516443376,1.526064127537943,1.3873024979952213,1.2426419991761286,0.029993472246231414,1.3008079547463023,1.1861008474574626,1.4880809729917797,0.0838068581518384,1.6547644358011067,1.3232059839136194,1.104326179477107,0.09319262371317907,1.285890246013143,0.9165359182523873,1
1.4384,1.2243251443126777,1.133609269827072,0.03600073415291562,1.2045108382902168,1.0651272446583482,1.5424491078655003,0.031792586545371294,1.6065721935752664,1.4810354610214358,1.4204551038165256,0.1018474665724482,1.6239060326922776,1.2208766424170927,1.1731351874018288,0.11537143846231583,1.4068120435199163,0.9478067853360564,1.25
1.4512,1.222751827064698,0.8984906113827597,0.03586994005479589,0.9655601526886854,0.8280367772736247,1.7303045396267032,0.031214109300973868,1.7941510703438859,1.6687793253781336,1.4892456029826424,0.10563507892622288,1.7017716929696483,1.283245346858378,1.0800559039613598,0.15501110970164367,1.4074196850073133,0.785898110513657,1.5
1.4488,1.162003377676465,0.710319876001345,0.03532294135138237,0.7783101891029427,0.6405839894101184,1.8986533682663291,0.031387077174866676,1.9567944627005038,1.840154335342022,1.369717303569608,0.11849008757223892,1.6107806018152508,1.1443375291927609,1.1451361917479537,0.21885743451246228,1.54293796206467,0.7120621439828532,1.75
1.4405,1.106767338700632,0.637947079437927,0.03564396983708908,0.7068498470785085,0.5732570226351984,1.9627283306425212,0.03320213268316282,2.0292744827630997,1.8969199352286816,1.3391625178103066,0.1336114480433264,1.6005386494529268,1.0902928897553568,1.288632119581035,0.19656803814884166,1.6835758685395892,0.9145544866616777,2
