truth_direct_effect,truth_indirect_effect,ols_direct_effect,ols_direct_effect_se,ols_direct_effect_up,ols_direct_effect_low,ols_indirect_effect,ols_indirect_effect_se,ols_indirect_effect_up,ols_indirect_effect_low,cf_direct_effect,cf_direct_effect_se,cf_direct_effect_up,cf_direct_effect_low,cf_indirect_effect,cf_indirect_effect_se,cf_indirect_effect_up,cf_indirect_effect_low,rho
1.4474,0.867704225107233,1.127237520145273,0.023169194649102897,1.174528994099893,1.0801887315398864,1.1710291615809851,0.02427644589565296,1.2188217173899791,1.1243030429594367,1.3993748274562956,0.09840658462021536,1.5982083921508066,1.2052263619120398,965.5597066933717,22881.16934754109,346.692879786371,-575.7846935921808,-1
1.4475,0.8699307095150303,1.0667868032479408,0.025795510567183946,1.11726041326493,1.016504293211059,1.2315923037456742,0.025172599540109034,1.2818558023908126,1.1861808662220146,1.4716082142587361,0.10691000331649166,1.6888876530860724,1.2611383547791597,1137.555108578757,59177.832408586124,374.19768687440614,-199.4292796976062,-0.75
1.4463,0.9007797072844154,1.0441094689507782,0.025658302811468102,1.090727188113349,0.9922816839932149,1.279265049611311,0.027389200929226705,1.3329083815167282,1.2283855849935403,1.3644950129607967,0.09289122705380361,1.546435663722538,1.1939797382610338,-57.10996631764382,1404.7259003300296,8.908572012599285,-10.808283607703805,-0.5
1.4402,0.9516545279915595,0.9521479161430583,0.02903925007113536,1.0143523521143454,0.8988016821848533,1.4680466680898139,0.028537890070236136,1.526503526999798,1.4126603714010155,1.3185146918810509,0.11968782713962484,1.569599533565904,1.0968363905393212,6.659797231875349,214.34039571777404,2.6146690935981214,-1.3885735018126801,-0.25
1.437,1.007977066247245,0.843249928205843,0.031083921442366363,0.8996282171842085,0.7815342221008093,1.599476829920377,0.029674265909157824,1.6578127651705112,1.5430773949498213,1.3313374756954728,0.10298454137809196,1.5289035959732151,1.1281289462166308,1.0262656779342227,0.23225065123748814,1.446667185930428,0.5794996635385042,0
1.4327,1.0608012704193166,0.8175093804956783,0.032958422669610576,0.8801777583731892,0.7488141264558656,1.751545866846039,0.030671544379231884,1.8081933670210746,1.6922844114719042,1.5122784412633636,0.11470539716689858,1.733922868816859,1.2963094115365437,1.366915741578629,14.326611867045205,1.502887548944433,0.29984261338888935,0.25
1.4394,1.1120553938503337,0.6188363609866903,0.03805197418112654,0.6915010999067959,0.5469032907366885,1.9499541837855023,0.0340581928036929,2.0186231313205587,1.8834866318846666,1.4282484476981434,0.12883113312521885,1.6747001423350023,1.1882860959904087,1.0767004434448657,0.2268830536832007,1.5045980404763206,0.5972469874010521,0.5
1.4424,1.1745407108599064,0.24092579031791111,0.03937258437455434,0.32002461604013305,0.16386345843250605,2.369892280668804,0.036821976360236354,2.44447067297259,2.3002299168221505,1.3500669958556892,0.12194251023928662,1.59124032630653,1.116164766420579,1.202413698314696,0.1448113956234614,1.4771220835691894,0.9238952535608242,0.75
1.4433,1.2582729027586692,-0.20066431287530656,0.05061501474591281,-0.09898461136256682,-0.3025981970709905,2.9064956008717124,0.04725993122484149,2.996827036491144,2.815421693195664,1.2151858041460386,0.1317009957228064,1.4733709839414553,0.9674504796805801,1.4443571619631308,0.14053479500269406,1.7071917731948816,1.166505058447773,1
